,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,Release Clause
2496,216778,Rúben Semedo,24,Portugal,74,80,SD Huesca,€6.5M,€20K,Right,1,3,2,"Jun 30, 2019",6'2,185lbs,38,43,74,67,51,22,60,65,66,70,65,70,51,70,77,69,78,58,84,76,48,48,38,69,62,76,75,
2497,217546,Sequeira,27,Portugal,74,74,SC Braga,€4.6M,€12K,Left,1,3,3,2021,6'0,174lbs,77,49,59,70,46,76,62,72,66,71,62,73,64,72,61,81,71,67,66,76,57,44,64,65,73,75,72,€9.3M
2498,224202,I. Chochev,25,Bulgaria,74,77,Palermo,€7M,€4K,Left,1,4,3,2020,6'2,176lbs,61,67,76,76,56,62,73,75,64,70,64,69,53,75,70,83,75,71,71,68,67,71,59,66,68,68,69,€11.7M
2499,190666,M. Gulde,27,Germany,74,75,SC Freiburg,€5.5M,€19K,Right,1,2,2,2022,6'0,172lbs,47,36,68,63,54,45,58,61,64,67,66,75,65,50,83,63,72,34,69,77,45,47,44,66,73,76,74,€10.3M
2500,192202,Bruno César,29,Brazil,74,74,Sporting CP,€5.5M,€12K,Left,1,3,3,2020,5'10,165lbs,79,70,58,79,74,82,77,79,60,61,65,70,77,84,54,53,68,78,76,69,70,77,69,75,66,66,65,€11M
2501,198347,F. Jara,29,Argentina,74,74,Pachuca,€5.5M,€29K,Right,1,3,3,2022,5'11,168lbs,67,75,70,72,72,70,65,76,77,78,77,68,64,76,69,72,68,73,60,28,73,65,72,70,19,29,29,€9.4M
2502,201931,Gabrìel,25,Brazil,74,78,Perugia,€5M,€3K,Right,1,2,1,2022,6'4,198lbs,14,5,12,32,10,12,17,23,38,34,51,69,48,15,72,34,60,19,28,25,10,45,22,65,16,19,13,€8.1M
2503,203979,M. Bakalorz,28,Germany,74,74,Hannover 96,€4.6M,€27K,Right,1,4,2,2019,5'11,172lbs,44,56,65,71,60,42,68,67,65,64,66,72,71,85,81,84,76,75,86,73,61,65,64,68,78,75,74,€8.2M
2504,227275,A. Rossi,22,Argentina,74,82,Boca Juniors,€6M,€12K,Right,1,2,1,2021,6'4,209lbs,16,12,18,29,15,17,24,21,44,45,36,76,37,24,61,31,71,20,22,25,17,31,22,48,22,19,16,€9.6M
2505,217036,Álex Moreno,25,Spain,74,79,Rayo Vallecano,€6M,€15K,Left,1,3,3,2021,5'10,150lbs,72,64,70,72,65,69,64,74,76,79,79,71,77,58,66,90,39,60,49,66,71,62,70,59,74,73,69,€13.7M
2506,220620,F. Hadergjonaj,23,Switzerland,74,80,Huddersfield Town,€6.5M,€30K,Right,1,3,3,2020,6'0,161lbs,76,47,63,72,41,44,68,73,81,78,71,69,71,59,70,76,61,41,64,68,57,64,44,63,67,73,72,€13.7M
2507,162508,O. Kucher,35,Ukraine,74,74,Kayserispor,€1.3M,€9K,Right,1,3,2,2019,6'0,170lbs,42,49,72,73,64,43,69,62,51,50,51,73,66,59,62,74,74,49,69,82,56,62,33,71,78,71,74,€2.7M
2508,187084,M. Diouf,30,Senegal,74,74,Stoke City,€5.5M,€40K,Right,2,3,3,2020,6'1,174lbs,64,70,77,66,66,57,44,65,87,89,77,71,60,75,86,90,82,65,81,67,75,67,75,67,62,69,65,€10.5M
2509,200653,G. Burdisso,29,Argentina,74,74,Independiente,€4.4M,€18K,Right,1,3,2,2022,6'2,181lbs,41,39,79,62,36,50,50,60,34,38,47,69,37,67,47,71,87,21,80,71,31,51,48,66,73,75,73,€6.1M
2510,203725,V. Misidjan,24,Netherlands,74,77,1. FC Nürnberg,€7M,€20K,Right,1,4,3,2021,5'8,134lbs,68,73,41,68,61,70,54,74,89,87,88,69,84,62,71,67,37,59,35,32,72,64,54,66,29,24,22,€13.1M
2511,214477,A. Correa,33,Colombia,74,74,Once Caldas,€2.3M,€3K,Right,1,3,2,2023,5'11,163lbs,30,45,76,67,27,30,64,60,76,67,69,71,79,65,65,84,86,40,70,77,50,45,65,76,76,70,67,€3.1M
2512,150477,R. Salin,33,France,74,74,Sporting CP,€2.8M,€9K,Left,1,2,1,2019,6'2,168lbs,11,11,16,36,13,11,23,13,28,34,53,73,45,23,70,38,67,13,45,26,16,59,11,60,20,13,16,€5.7M
2513,239053,F. Valverde,19,Uruguay,74,84,Real Madrid,€8.5M,€46K,Right,1,3,3,2021,6'0,172lbs,49,67,48,78,38,51,81,74,69,68,51,69,64,77,49,68,56,77,59,68,61,75,42,70,70,67,50,€19.1M
2514,209102,M. Etxeberría,26,Paraguay,74,74,,€ 0,€ 0,Left,1,4,4,,6'0,170lbs,77,47,63,75,73,74,69,75,76,84,79,74,74,69,62,75,65,70,75,60,76,62,70,76,28,69,69,
2515,210384,R. Haps,25,Netherlands,74,77,Feyenoord,€6M,€11K,Left,1,3,3,2022,5'9,146lbs,72,47,55,67,49,65,60,72,85,90,81,73,80,66,73,80,64,53,75,72,70,55,50,68,70,72,70,€8.9M
2516,212432,Cho Hyun Woo,26,Korea Republic,74,76,Daegu FC,€4.7M,€5K,Right,1,3,1,2023,6'2,165lbs,11,18,16,28,18,19,23,18,51,50,21,70,50,19,54,29,33,14,19,17,12,65,19,63,29,18,16,€6.2M
2517,153296,Y. Gourcuff,31,France,74,74,Dijon FCO,€4.9M,€14K,Right,2,4,4,2019,6'1,181lbs,72,62,69,78,69,78,77,76,50,51,72,72,68,75,52,61,67,72,66,50,70,80,74,76,47,52,43,€9.9M
2518,230354,Jesus Andradaldo,26,Brazil,74,74,Internacional,€4.8M,€21K,Right,1,3,3,2021,5'10,161lbs,68,36,75,76,54,65,67,69,69,76,80,68,58,56,77,76,58,55,82,73,58,56,48,67,75,74,77,€9.1M
2519,187858,P. Mpoku,26,DR Congo,74,74,Standard de Liège,€6M,€15K,Right,1,4,4,2021,5'11,174lbs,71,71,54,73,74,76,68,75,72,70,69,70,71,82,75,72,73,77,60,52,71,75,79,76,37,50,41,€9M
2520,216019,D. Musto,31,Argentina,74,74,SD Huesca,€3.8M,€18K,Right,1,3,2,"Jun 30, 2019",6'0,176lbs,54,34,68,79,32,35,76,66,42,49,52,73,49,70,65,79,77,67,78,69,59,59,40,55,68,75,68,
2521,228819,M. Vargas,21,Argentina,74,85,Vélez Sarsfield,€9.5M,€12K,Right,1,3,4,2020,5'6,146lbs,72,70,39,71,59,56,69,78,90,80,85,63,87,70,67,86,48,64,42,28,67,73,69,74,43,40,35,€16.2M
2522,209620,A. Baba,23,Ghana,74,79,FC Schalke 04,€6.5M,€56K,Left,2,2,3,"Jun 30, 2019",5'10,154lbs,76,48,67,72,41,67,67,75,79,78,77,74,75,59,75,68,64,47,73,71,63,55,42,69,70,74,74,
2523,151508,S. Davis,33,Northern Ireland,74,74,Southampton,€3.3M,€39K,Right,2,3,3,2019,5'8,154lbs,72,58,53,79,64,73,75,75,60,51,72,77,75,63,74,63,57,63,74,67,66,75,62,83,60,66,67,€6.3M
2524,223188,S. Özbayraklı,28,Turkey,74,74,Fenerbahçe SK,€4.4M,€47K,Right,1,2,3,2019,5'7,157lbs,76,47,64,72,50,74,65,72,79,82,82,69,72,79,74,83,66,74,78,70,66,68,40,67,68,70,70,€8.4M
2525,209621,Mattheus Oliveira,23,Brazil,74,79,Vitória Guimarães,€7.5M,€10K,Left,1,4,3,"Jun 30, 2019",6'0,168lbs,71,62,57,77,65,74,74,80,65,64,68,69,67,71,55,72,69,72,50,56,66,74,67,64,50,58,44,
2526,192725,M. Le Marchand,28,France,74,74,Fulham,€4.4M,€43K,Left,2,3,2,2022,6'1,172lbs,68,32,73,75,38,42,72,71,68,70,64,75,64,56,75,76,73,33,76,74,27,63,42,74,74,76,70,€8.4M
2527,222678,Régis,25,Brazil,74,76,Al Wehda,€7M,€12K,Left,1,3,3,"Jun 30, 2019",5'7,154lbs,70,70,40,74,66,73,71,76,79,75,83,70,84,65,60,67,53,64,50,32,70,72,71,58,28,34,45,
2528,212183,Nacho,29,Spain,74,74,Real Valladolid CF,€4.3M,€17K,Left,1,3,3,2022,5'9,168lbs,73,43,59,63,46,65,67,70,80,88,85,74,82,77,88,76,61,64,75,73,59,53,40,63,71,72,74,€9.4M
2529,200408,B. Gibson,25,England,74,80,Burnley,€6.5M,€37K,Left,1,3,2,2022,6'1,172lbs,28,24,74,65,20,31,57,62,61,59,57,70,69,33,75,63,77,28,68,73,24,29,21,55,76,75,74,€13.7M
2530,204760,C. Taylor,24,England,74,78,Burnley,€6M,€33K,Left,1,2,3,2021,6'1,154lbs,75,49,70,71,43,69,67,72,71,72,72,71,71,63,73,74,69,59,74,72,63,65,45,70,74,74,72,€11.9M
2531,210136,T. Kędziora,24,Poland,74,79,Dynamo Kyiv,€6.5M,€1K,Right,1,3,2,2021,6'0,161lbs,78,37,71,68,39,58,64,65,74,79,71,69,67,56,73,75,71,51,72,65,66,61,38,59,75,76,75,€14.1M
2532,215256,R. Saravia,25,Argentina,74,77,Racing Club,€6M,€16K,Right,1,2,3,2022,5'9,165lbs,71,34,52,66,32,57,68,67,88,89,76,72,66,51,85,91,68,37,83,64,35,32,48,68,74,71,73,€9.5M
2533,198617,D. Drexler,28,Germany,74,74,1. FC Köln,€5.5M,€20K,Right,1,3,3,2022,6'0,157lbs,64,62,49,76,59,66,64,76,80,78,85,69,78,54,59,78,50,56,46,19,64,77,58,76,56,28,22,€8.3M
2534,206553,S. Falette,26,Guinea,74,77,Eintracht Frankfurt,€6M,€26K,Left,1,3,2,2021,6'0,201lbs,39,40,73,59,24,27,55,52,65,72,44,69,48,60,78,66,91,46,84,71,31,35,60,67,68,75,69,€10.7M
2535,234457,O. Etebo,22,Nigeria,74,84,Stoke City,€8M,€29K,Right,1,4,3,2023,5'9,154lbs,61,60,69,75,66,62,73,75,83,78,85,76,78,81,81,73,71,60,64,69,62,69,69,61,71,74,77,€16.8M
2536,178393,A. Cerci,30,Italy,74,74,MKE Ankaragücü,€5.5M,€21K,Left,2,3,4,2019,5'11,172lbs,77,68,59,75,71,79,67,80,77,77,72,65,77,72,66,32,73,77,60,41,71,68,76,73,35,31,24,€11M
2537,229595,L. Rodríguez,21,Argentina,74,83,Estudiantes de La Plata,€8.5M,€11K,Right,1,3,3,2020,5'6,141lbs,60,63,40,71,50,53,70,80,83,80,88,63,85,61,50,87,50,52,50,50,75,72,62,68,67,42,50,€14.5M
2538,138460,R. Hubník,34,Czech Republic,74,74,Viktoria Plzeň,€1.7M,€1K,Right,1,3,2,2020,6'4,194lbs,52,51,79,67,49,55,66,69,58,69,50,74,40,56,68,63,82,60,79,72,46,55,67,67,63,78,71,€3.8M
2539,224221,J. Andersen,22,Denmark,74,82,Sampdoria,€7M,€23K,Right,1,3,2,2021,6'3,198lbs,36,40,74,63,33,40,64,59,64,59,50,69,55,48,77,53,83,38,68,73,28,48,44,65,75,77,73,€13.3M
2540,235997,Fran Beltrán,19,Spain,74,82,RC Celta,€7M,€8K,Right,1,3,3,2023,5'7,141lbs,65,47,55,75,48,54,74,73,73,72,80,68,79,61,59,69,64,55,68,76,57,72,49,64,70,75,77,€16.1M
2541,227550,D. Viera,27,Paraguay,74,74,Godoy Cruz,€4.7M,€13K,Right,1,2,2,2023,6'1,201lbs,26,21,79,65,31,28,56,51,59,57,55,77,51,41,37,62,91,22,78,74,30,26,45,70,76,74,68,€6.9M
2542,232670,F. Zampedri,30,Argentina,74,74,Rosario Central,€5.5M,€17K,Right,1,3,3,2021,6'1,183lbs,50,75,77,63,63,45,46,69,68,72,65,68,61,75,81,68,87,72,72,15,73,56,67,69,34,19,22,€8.3M
2543,193247,H. Lindner,27,Austria,74,77,Grasshopper Club Zürich,€4.7M,€11K,Right,1,3,1,2019,6'2,176lbs,11,12,13,24,13,17,15,20,41,43,45,70,41,21,63,32,52,16,30,12,12,54,19,63,12,9,19,€7.2M
2544,201953,J. Sánchez Miño,28,Argentina,74,74,Independiente,€4.4M,€18K,Left,1,2,4,2020,5'10,172lbs,79,68,64,76,65,78,72,76,75,71,74,71,64,76,68,79,68,77,71,71,71,79,67,71,68,73,69,€6.2M
2545,212449,M. Pavlović,28,Croatia,74,75,Angers SCO,€5M,€20K,Right,1,3,2,2020,6'5,207lbs,37,67,77,63,43,57,54,68,32,30,33,64,34,68,78,65,92,58,82,64,68,34,42,70,71,74,73,€10.4M
2546,122849,A. Koné,34,Ivory Coast,74,74,Sivasspor,€3M,€15K,Right,2,4,3,2020,6'0,179lbs,61,75,71,67,71,57,49,75,75,76,73,71,61,78,78,75,76,68,47,28,71,66,67,74,30,43,26,€5.9M
2547,206306,J. Ferri,26,France,74,74,Nîmes Olympique,€6M,€46K,Right,2,3,3,"Jun 30, 2019",5'8,163lbs,71,60,53,77,56,71,73,73,67,64,73,75,85,77,63,77,70,76,85,68,70,71,54,69,65,70,64,
2548,231138,C. Bassogog,22,Cameroon,74,81,Henan Jianye FC,€8M,€13K,Left,1,2,4,2020,5'9,165lbs,47,74,62,64,65,76,61,72,87,90,82,73,84,75,73,76,64,60,54,25,74,56,65,63,35,24,21,€18.8M
2549,220131,M. Diagne,26,Senegal,74,75,Kasimpaşa SK,€6.5M,€15K,Right,1,3,2,2022,6'3,190lbs,33,78,84,58,60,43,33,74,59,57,44,70,33,75,54,65,89,58,48,19,77,58,68,55,30,25,29,€13.5M
2550,205540,J. Ibe,22,England,74,79,Bournemouth,€7.5M,€43K,Right,1,4,3,2020,5'9,179lbs,67,63,35,70,50,65,61,77,83,78,80,65,81,77,57,67,66,72,50,48,71,69,63,68,35,45,40,€14.8M
2551,212197,D. Heuer Fernandes,25,Portugal,74,78,SV Darmstadt 98,€5M,€13K,Right,1,4,1,2020,6'2,179lbs,7,11,10,31,7,13,26,31,42,44,39,68,33,22,70,43,69,9,25,16,7,40,19,28,12,16,11,€8.4M
2552,226789,A. Fulgini,21,France,74,82,Angers SCO,€8.5M,€15K,Right,1,4,3,2021,6'0,157lbs,73,61,67,77,52,64,75,76,73,77,76,67,66,61,61,76,70,52,65,68,64,72,53,65,65,73,69,€18.7M
2553,172517,M. Jensen,30,Denmark,74,74,Rosenborg BK,€5M,€8K,Right,1,4,3,2021,5'10,165lbs,70,65,55,76,62,66,69,78,75,73,72,71,80,78,61,90,74,70,83,63,69,71,67,81,65,64,64,€6.5M
2554,183781,A. Bjelland,29,Denmark,74,74,FC København,€4.4M,€18K,Left,1,3,2,2022,6'2,187lbs,50,36,72,70,49,63,73,67,44,47,54,68,46,57,80,70,84,52,68,70,60,61,45,77,76,74,71,€5.7M
2555,196069,J. Fuenzalida,33,Chile,74,74,Universidad Católica,€3.4M,€11K,Right,1,4,3,2019,5'7,148lbs,76,59,63,72,57,65,68,78,82,85,79,76,80,69,71,78,70,62,59,68,71,71,71,69,58,66,65,€4.8M
2556,188135,Juanfran,29,Spain,74,74,CD Leganés,€4.3M,€10K,Right,2,3,3,"Jun 30, 2019",5'11,152lbs,73,57,69,72,53,64,67,79,74,79,75,73,70,79,74,89,73,80,68,75,69,63,59,68,49,73,74,
2557,199912,S. Kittel,25,Germany,74,76,FC Ingolstadt 04,€7M,€24K,Right,1,5,4,2022,5'10,168lbs,72,71,50,75,64,75,70,77,76,70,82,72,81,68,72,71,52,68,39,37,69,69,60,61,41,24,20,€11.7M
2558,234730,V. Rosier,21,France,74,81,Dijon FCO,€6.5M,€9K,Right,1,2,3,2022,5'9,157lbs,69,41,64,69,40,59,63,74,78,74,67,72,77,62,67,75,66,53,74,74,59,59,39,68,68,75,74,€14.3M
2559,216811,K. Waston,30,Costa Rica,74,74,Vancouver Whitecaps FC,€4.2M,€7K,Right,1,2,2,2023,6'5,194lbs,28,30,76,55,21,21,65,57,45,55,37,64,31,37,80,62,95,23,94,72,39,36,39,55,78,65,63,€6.3M
2560,221931,P. Žulj,25,Austria,74,78,SK Sturm Graz,€7M,€18K,Left,1,3,4,2020,6'1,176lbs,69,65,58,75,58,72,73,76,70,64,62,70,54,76,51,67,76,72,45,68,78,77,67,76,64,67,63,€10.7M
2561,53739,L. Grant,35,England,74,74,Manchester United,€1.3M,€39K,Right,1,4,1,2020,6'4,183lbs,19,17,14,43,15,17,40,34,52,46,56,69,56,24,73,39,71,19,42,26,14,50,20,60,12,13,19,€2.5M
2562,194795,G. Jara,32,Chile,74,74,Universidad de Chile,€3.2M,€11K,Right,2,4,2,2018,5'10,172lbs,59,45,69,71,28,28,71,67,67,66,71,69,66,58,78,69,77,46,90,73,51,61,45,75,71,72,73,€4.5M
2563,223724,S. Lainer,25,Austria,74,77,FC Red Bull Salzburg,€6M,€26K,Right,1,4,3,2022,5'9,154lbs,74,59,55,69,59,65,62,66,84,85,75,75,75,73,66,90,69,70,84,68,66,60,45,72,62,71,73,€9.5M
2564,208621,Óscar Plano,27,Spain,74,74,Real Valladolid CF,€6M,€18K,Left,1,4,3,2021,6'0,159lbs,74,74,46,68,58,78,65,73,79,79,78,68,64,80,61,85,67,72,58,34,71,70,66,69,31,30,26,€13.2M
2565,172013,De la Bella,32,Spain,74,74,UD Las Palmas,€3.1M,€10K,Left,1,2,3,2020,6'0,174lbs,75,45,76,75,42,72,70,74,62,63,66,75,56,59,66,67,68,68,70,77,58,59,49,66,64,76,80,€5M
2566,112365,R. Cohade,33,France,74,74,FC Metz,€3.3M,€8K,Right,2,3,3,2020,5'11,165lbs,72,52,63,78,65,76,76,75,61,52,61,72,72,57,70,72,68,72,78,67,65,75,67,74,76,66,68,€5.9M
2567,191725,P. Morales,33,Chile,74,74,CD Universidad de Concepción,€3.4M,€5K,Right,2,3,3,2018,5'11,170lbs,72,65,55,74,72,76,71,76,67,67,75,73,68,78,54,72,62,74,66,54,74,73,79,75,45,62,50,€4.8M
2568,191726,D. Arismendi,30,Uruguay,74,74,Rosario Central,€4.2M,€14K,Right,2,4,3,2020,6'2,181lbs,49,31,76,72,59,54,68,69,54,55,48,67,49,69,70,81,90,67,89,72,58,70,54,67,69,73,70,€6.3M
2569,212207,N. Stanciu,25,Romania,74,79,Sparta Praha,€7.5M,€1K,Right,1,4,3,2021,5'7,157lbs,69,70,66,72,65,75,71,75,69,69,77,69,78,71,63,67,61,76,60,42,72,76,66,64,23,30,32,€17.1M
2570,225263,D. Ćaleta-Car,21,Croatia,74,81,Olympique de Marseille,€7M,€23K,Right,1,3,2,2023,6'4,196lbs,28,32,73,64,32,28,47,58,63,67,47,66,61,48,75,75,84,35,72,69,60,45,38,66,73,76,73,€14.7M
2571,186351,L. Fer,28,Netherlands,74,74,Swansea City,€5.5M,€26K,Right,2,4,3,2019,6'2,198lbs,67,67,78,74,66,49,74,73,67,72,71,71,51,85,83,86,78,74,82,69,68,69,72,72,67,70,69,€10.5M
2572,163824,A. Williams,33,Wales,74,74,Stoke City,€2.3M,€61K,Right,3,4,2,"Jun 30, 2019",6'0,170lbs,32,37,71,63,34,34,73,61,43,49,52,67,59,64,68,54,83,40,85,74,28,53,45,66,74,69,70,
2573,203505,J. Bryan,24,England,74,78,Fulham,€6M,€35K,Left,1,4,3,2022,5'7,159lbs,67,61,68,67,45,67,63,68,83,85,82,72,85,70,92,86,74,67,64,72,68,63,61,64,68,74,73,€11.9M
2574,20209,Ricardo Costa,37,Portugal,74,74,CD Tondela,€750K,€4K,Right,2,3,2,2019,6'0,181lbs,41,25,72,56,35,25,47,52,50,42,62,70,64,65,92,69,77,32,91,70,56,45,40,75,76,77,74,€1.6M
2575,220658,Ailton,23,Brazil,74,79,SC Braga,€6.5M,€22K,Left,1,2,3,"Jun 30, 2019",5'11,154lbs,70,48,64,67,58,71,55,74,86,84,78,72,67,76,74,79,67,71,85,72,66,58,46,70,70,73,71,
2576,186098,R. Cota,30,Mexico,74,74,Club León,€3.6M,€19K,Right,1,2,1,2019,6'2,185lbs,12,12,14,26,13,15,31,25,59,56,52,69,60,24,69,36,80,16,29,14,11,55,25,65,25,13,12,€6.1M
2577,183795,G. Margreitter,29,Austria,74,74,1. FC Nürnberg,€4.4M,€20K,Right,1,2,2,2021,6'1,187lbs,35,16,76,60,14,37,55,49,43,55,39,69,55,48,72,55,84,18,75,75,26,49,23,60,72,77,74,€7.9M
2578,148212,A. Rebrov,34,Russia,74,74,Spartak Moscow,€2.3M,€1K,Right,1,3,1,2020,6'4,198lbs,18,13,14,31,15,15,28,19,46,28,44,65,34,19,72,24,68,11,34,24,13,35,22,42,12,15,12,€4.8M
2579,217844,Djavan,30,Brazil,74,74,GD Chaves,€4.1M,€9K,Left,1,3,2,2019,6'0,168lbs,75,37,64,69,33,63,52,74,73,77,68,73,61,72,72,85,76,43,74,69,70,58,45,73,68,75,71,€8.5M
2580,183284,A. Chedjou,33,Cameroon,74,74,Bursaspor,€2.3M,€20K,Right,3,3,3,"May 31, 2019",6'0,170lbs,39,40,76,70,50,51,68,62,67,63,62,66,58,60,79,67,76,59,76,72,44,63,57,64,72,74,70,
2581,199157,Luna,27,Spain,74,75,Levante UD,€5M,€19K,Left,1,3,3,2021,5'10,150lbs,80,60,64,75,56,58,63,74,71,72,66,67,69,78,73,77,74,55,82,75,63,69,43,66,72,73,73,€10.9M
2582,232437,F. Ricca,23,Uruguay,74,80,Málaga CF,€6.5M,€8K,Left,1,3,2,2020,5'10,161lbs,73,45,69,69,24,32,56,69,70,69,55,75,67,40,48,75,65,34,81,76,43,42,38,65,71,74,76,€11.7M
2583,232693,C. Awaziem,21,Nigeria,74,81,FC Porto,€7M,€8K,Right,1,3,2,2020,6'2,172lbs,30,36,70,63,30,33,54,62,69,73,66,73,52,53,73,68,77,37,77,73,28,30,40,69,73,75,73,€15.4M
2584,216055,F. Carrizo,27,Argentina,74,74,Rosario Central,€6M,€15K,Right,1,4,4,2019,5'7,150lbs,66,62,52,75,62,69,73,74,88,88,83,68,81,73,74,73,63,65,55,58,68,70,69,71,58,31,27,€9M
2585,198136,A. Ragusa,28,Italy,74,74,Hellas Verona,€5.5M,€46K,Right,1,3,4,"Jun 30, 2019",6'0,172lbs,68,66,59,75,70,63,60,77,87,88,82,69,74,68,66,72,65,69,57,36,70,64,58,71,55,40,26,
2586,229880,A. Wan-Bissaka,20,England,74,84,Crystal Palace,€8M,€28K,Right,1,2,3,2022,6'0,159lbs,64,44,60,66,43,47,52,67,86,87,83,65,71,51,60,70,67,46,63,71,62,60,56,61,78,76,82,€16.8M
2587,184312,J. Biabiany,30,France,74,74,Parma,€5.5M,€38K,Right,2,3,3,2019,5'10,161lbs,72,66,53,69,68,67,54,76,95,93,86,67,80,70,64,74,65,57,58,24,72,63,63,65,27,30,30,€9.9M
2588,222457,B. Mensah,23,Ghana,74,81,Kayserispor,€8M,€33K,Right,1,3,4,"May 31, 2019",5'11,143lbs,64,67,62,74,49,72,69,75,82,76,79,67,66,80,60,58,67,72,70,50,69,69,59,72,50,55,30,
2589,162297,D. Padelli,32,Italy,74,74,Inter,€3.2M,€34K,Left,2,2,1,2019,6'3,181lbs,11,10,10,26,10,13,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,22,69,8,12,12,€5.5M
2590,176377,D. Tošić,33,Serbia,74,74,Guangzhou R&F; FC,€2.3M,€13K,Left,1,2,2,2020,6'1,187lbs,64,38,72,70,32,53,62,55,56,51,30,67,39,74,71,70,80,58,82,74,65,58,43,64,68,75,76,€4.9M
2591,199418,E. Bauthéac,30,France,74,74,Brisbane Roar,€5.5M,€7K,Left,2,4,3,2019,5'7,152lbs,73,67,53,71,62,73,66,75,77,77,79,73,85,72,53,79,52,63,62,42,69,71,69,70,57,44,41,€6.9M
2592,212474,Tiago Silva,25,Portugal,74,77,CD Feirense,€7M,€11K,Right,1,4,4,2021,5'7,137lbs,78,65,49,76,53,74,77,75,74,70,77,78,74,74,60,69,39,75,66,60,67,76,70,68,44,58,53,€15.2M
2593,213242,A. Tameze,24,Cameroon,74,80,OGC Nice,€6.5M,€21K,Right,1,3,3,2021,5'11,172lbs,50,58,69,75,35,52,71,78,69,69,73,69,70,65,69,72,71,57,69,72,57,69,54,70,67,78,75,€13.7M
2594,189946,V. Manceau,28,France,74,74,Angers SCO,€4.4M,€20K,Right,1,3,3,2020,5'9,154lbs,75,40,69,75,42,48,74,74,62,45,67,75,79,58,82,80,65,41,72,76,54,64,58,69,76,75,75,€8.9M
2595,193786,F. Bardi,26,Italy,74,75,Frosinone,€4.5M,€11K,Right,1,1,1,2022,6'2,176lbs,18,10,11,31,17,14,31,12,51,46,48,72,33,23,75,29,54,18,21,10,11,34,21,66,18,11,10,€8.5M
2596,204539,L. Advíncula,28,Peru,74,74,Rayo Vallecano,€4.4M,€41K,Right,1,4,3,"Jun 30, 2019",5'10,176lbs,75,58,62,73,59,77,67,74,95,94,80,69,76,76,72,80,74,68,70,63,68,60,64,60,66,70,67,
2597,226045,J. Gallardo,23,Mexico,74,80,Monterrey,€7.5M,€32K,Left,1,1,3,2023,5'9,150lbs,71,70,60,72,49,70,65,73,79,77,75,67,71,72,69,83,73,58,50,55,72,70,65,66,70,69,69,€14.3M
2598,230397,Enaldo Toxeto,30,Brazil,74,74,Grêmio,€4.2M,€22K,Left,1,3,2,2021,5'11,174lbs,62,47,74,68,51,49,71,72,66,70,55,72,61,70,67,74,73,52,78,73,41,34,67,64,71,77,67,€7.5M
2599,200446,Camilo,29,Brazil,74,74,Querétaro,€5.5M,€12K,Right,1,4,4,2022,5'7,159lbs,70,73,68,65,76,73,60,75,77,78,81,70,77,79,76,72,65,70,55,29,70,66,73,72,21,38,33,€9.4M
2600,201982,J. Schmid,28,France,74,74,FC Augsburg,€5.5M,€22K,Right,2,3,3,2020,5'10,174lbs,72,66,56,73,60,76,62,75,77,79,77,74,79,74,65,79,73,67,77,65,73,70,63,71,59,68,64,€9.4M
2601,203774,Welthon,26,Brazil,74,76,Vitória Guimarães,€7M,€11K,Left,1,3,4,2022,5'11,176lbs,64,72,69,67,72,81,52,74,75,77,74,71,70,85,74,67,73,65,76,26,72,67,76,75,22,21,19,€15.2M
2602,206590,Moi Gómez,24,Spain,74,79,SD Huesca,€7.5M,€9K,Right,1,5,3,"Jun 30, 2019",5'9,143lbs,75,68,54,79,59,80,75,76,72,68,78,68,79,68,74,76,56,69,52,51,69,71,59,68,60,47,34,
2603,192766,Marc Muniesa,26,Spain,74,78,Girona FC,€6M,€23K,Left,1,3,2,2021,5'10,159lbs,67,42,72,73,32,66,56,73,42,59,62,70,66,46,83,70,67,37,78,81,61,61,50,73,60,79,77,€13.1M
2604,198143,Samu Saiz,27,Spain,74,75,Leeds United,€6.5M,€37K,Right,1,3,4,2021,5'9,150lbs,71,66,40,70,62,79,71,79,78,67,79,67,86,67,70,72,55,71,52,19,68,77,75,69,22,30,14,€12.8M
2605,167936,J. Sorbon,34,France,73,73,En Avant de Guingamp,€1.2M,€17K,Right,1,3,2,2020,6'0,174lbs,60,25,73,66,25,40,56,64,32,37,46,71,69,43,63,50,72,30,75,76,42,52,39,67,75,77,72,€2.4M
2606,169216,S. Long,31,Republic of Ireland,73,73,Southampton,€3.6M,€39K,Right,2,2,3,2020,5'10,154lbs,70,70,74,62,68,54,49,69,79,78,68,74,72,76,94,67,68,65,80,42,75,63,72,68,31,27,24,€6.8M
2607,188416,S. Wuytens,28,Belgium,73,73,AZ Alkmaar,€3.2M,€12K,Left,1,4,3,2020,6'0,163lbs,68,51,74,76,60,74,76,74,56,60,68,74,67,72,75,81,73,68,62,75,58,72,57,75,75,72,70,€4.9M
